,Question,1,2,3,4,5
1562,"Regional and systemic distribution of anti-tumor x anti-CD3 heteroaggregate antibodies and cultured human peripheral blood lymphocytes in a human colon cancer xenograft.
 Anti-tumor antibody (317G5) covalently coupled to an anti-CD3 antibody (OKT3) produces a heteroaggregate (HA) antibody that can target PBL to lyse tumor cells expressing the appropriate tumor Ag.
 The i.v.
 and i.p.
 distribution of radiolabeled HA antibody 317G5 x OKT3 and of radiolabeled cultured human PBL were studied in athymic nude mice bearing solid intraperitoneal tumor established from the human colon tumor line, LS174T.
 Mice were injected with 125I-labeled HA antibody, 125I-labeled anti-tumor mAb, or 111In-labeled PBL, and at designated timepoints tissues were harvested and measured for radioactivity.
 125I-317G5 x OKT3 localized specifically to tumor sites.
 Tumor radioactivity levels (percent injected dose/gram) were lower with 125I-317G5 x OKT3 HA antibody than with 125I-317G5 anti-tumor mAb, but were similar to levels reported for other anti-tumor mAb.
 The major difference in radioactivity levels observed between i.v.
 and i.p.
 administration of 125I-317G5 x OKT3 was an increase in hepatic radioactivity after i.v.
 HA antibody administration.
 HA antibodies produced from F(ab')2 fragments, which exhibit decreased m.
 w.
 and decreased Fc receptor-mediated binding, demonstrated improved tumor:tissue ratios as compared to intact antibody HA.
 125I-317G5 F(ab')2 x OKT3 F(ab')2 antibody levels were equivalent to intact HA antibody levels in tumor, but were lower than intact HA antibody levels in the blood, bowel, and liver.
 Tumor:bowel ratios (20:1 at 48 h) were highest when 317G5 F(ab')2 x OKT3 F(ab')2 was injected i.p.
 Autoradiography confirmed that anti-tumor x anti-CD3 HA antibodies localized specifically to intraperitoneal tumor; that i.p.
 administered HA antibodies penetrated tumor directly; and that i.v.
 administered HA antibodies distributed along tumor vasculature.
 Cultured human PBL distributed in moderate concentrations to intraperitoneal tumor when administered i.p., but not when administered i.v.
 The poor localization of i.v.
 injected PBL to tumor may reflect species disparity in homing receptors and/or endothelial ligands, a problem which may be overcome with a syngeneic model.
 These results suggest that regional therapy with HA antibodies and PBL may offer advantages over systemic therapy for initial clinical trials.
",1,0,0,0,0
1563,"Treatment of digitalis intoxication with emphasis on the clinical use of digoxin immune Fab.
 Many studies and cases of digitalis intoxication have been reported since the time of William Withering's first publication in 1785.
 Recognition and management of digitalis toxicity is challenging.
 Before digoxin immune Fab was commercially available, treatment consisted of managing the signs and symptoms of toxicity until the digitalis was eliminated.
 Digoxin immune Fab offers a safe, effective, and specific method of quickly reversing digitalis toxicity.
 Factors that must be considered with the clinical use of this agent include the dosage calculation, administration technique, postdose monitoring, pharmacokinetics, mechanism of action, interference with commercially available digoxin assays, partial neutralizing dosing, rebound of free digoxin, and indications for use.
 For severe, life-threatening toxicity, digoxin immune Fab is the treatment of choice.
",0,0,0,1,0
1564,"Effect of tachycardia on regional function and transmural myocardial perfusion during graded coronary pressure reduction in conscious dogs 
 The purpose of the present study was to examine subendocardial flow and function during graded coronary pressure reduction to determine the effect of tachycardia on the lower autoregulatory pressure limit (critical coronary pressure) in unanesthetized dogs.
 During atrial pacing at a rate of 200 beats/min, subendocardial flow measured by radioactive microspheres averaged 1.55 +/- 0.34 ml/min/g and remained unchanged as pressure was reduced over the autoregulatory plateau from 84 +/- 10 to 59 +/- 7 mm Hg.
 Further reductions in coronary pressure to below a critical coronary pressure of approximately 60 mm Hg were associated with concomitant reductions in subendocardial flow and the endocardial-epicardial flow ratio during tachycardia.
 Although regional function remained constant over the autoregulatory plateau, there was a rightward shift of the coronary pressure-function relation during ischemia in response to a steady-state increase in rate from 100 to 200 beats/min.
 Reductions in regional wall thickening began when coronary pressures reached 38 +/- 7 mm Hg at a heart rate of 100 beats/min and 61 +/- 6 mm Hg at a heart rate of 200 beats/min (p less than 0.005).
 Similar critical coronary pressure values were obtained for subendocardial segment shortening.
 Relations between subendocardial flow and myocardial function measured by both transmural wall thickening and subendocardial segment shortening were linear during pacing at a heart rate of 200 beats/min with relative reductions in wall thickening related to reductions in subendocardial flow on a nearly one-to-one basis.
 The results of this study demonstrate that there is a shift in the lower limit of subendocardial autoregulation during tachycardia as manifest by the onset of subendocardial ischemia at a higher distal coronary artery pressure.
 The shift in critical coronary pressure relates to an increase in resting flow requirements due to increased demand and diminished subendocardial vasodilator reserve at any given coronary pressure secondary to a reduction in the time available for diastolic subendocardial perfusion during tachycardia.
",0,0,1,0,0
1565,"Iliac artery stenosis and occlusion: preliminary results of treatment with Gianturco expandable metallic stents.
 Ten patients with atherosclerotic stenosis or occlusion of the iliac artery were treated with Gianturco expandable metallic stents.
 In the five cases of stenosis, only balloon dilation was performed prior to placement of stents.
 The five patients with occluded arteries were given intraarterial infusions of urokinase before balloon dilation and stent placement.
 Clinical symptoms improved in all patients, and no technical failures or complications occurred.
 Doppler ankle-brachial index studies were performed in nine cases, and in all nine cases the indexes improved after stent placement.
 During follow-up of 2-18 months (mean, 10.3 months), all arteries remained patent.
 Follow-up angiograms showed slight intimal thickening and no restenosis.
 Long-term follow-up and more clinical experience will be necessary to evaluate the efficacy of this stent.
 However, preliminary results suggest that the Gianturco expandable metallic stent is of value in the treatment of arterial occlusive disease.
",0,0,1,0,0
1566,"Pilot study of nicardipine for acute ischemic stroke.
 The author performed a pilot study of nicardipine (NC), a Ca(+)+ channel blocker, to study its dosing, toxicity, and possible efficacy for hemispheric cerebral infarction within 12 hours (mean 6.9 hr) of onset to determine the advisability of proceeding with a multi-centered controlled trial.
 NC was administered IV (3 to 7 mg/hr) X 72 hours by titrating dose to mean arterial blood pressure (MABP not less than 10% of baseline), then orally X 30 days.
 Forty-three patients have been entered; mean age 63 (range 34-89), 25 male and 18 female.
 Only 3 had CT evidence of infarct on entry.
 Results have shown improvement in a 100-point (pt) graded exam (40 pts at entry, 68 pts at 3 months).
 Of 20 patients completing 3 months' evaluation, 17 improved and none worsened.
 Sixteen out of 20 were at home and 8 had minimal or no impairment.
 Mean Barthel's index was 72.
 Mean maximal serum NC level was 75 ng/mL.
 MABP decreased from 103 (entry) to 83 (72 hours).
 A larger controlled study is warranted to determine the efficacy of NC for acute cerebral infarct.
",0,0,0,0,1
1567,"Hemopump ventricular support for patients undergoing high risk coronary angioplasty.
 Prophylactic implantation of a Hemopump (Johnson and Johnson, Skillman, NJ) has been evaluated in nine patients selected for high risk coronary angioplasty.
 They were unstable patients, refractory to maximal pharmacology, with indications for revascularization, but contraindications for surgery such as low ejection fraction and lack of material for bypass.
 In all, the target lesion was located on the last patent vessel.
 The pump was inserted under local anesthesia, without any graft.
 A specially designed occluder permitted avoidance of retrograde bleeding during implantation.
 The bypass flow ranged from 2.5 to 3.2 L/min, and permitted a rise in cardiac index from 2.05 to 2.55 L/min/m2, with a drop in capillary wedge pressure from 13 (7-18) to 10 (7-13) mmHg.
 During balloon inflation, no electrocardiographic changes were observed, because only minor ventricular arrhythmias occurred.
 No significant hemolysis was seen (plasma free hemoglobin less than 10 mg/dl in all) after 2 hr of pumping.
 The only limitation of the technique appears to be difficulty at the time of implantation from narrow, stenosed, or tortuous iliofemoral arteries (3 patients).
 This experience strongly supports the benefit of temporary left ventricular Hemopump support in high-risk situations and clearly shows the need for a smaller pump.
",0,0,1,0,0
1568,"From the parallel group design to the crossover design, and from the group approach to the individual approach.
 The consequences of heterogeneity in response to antihypertensive drugs for the clinical development programs of new antihypertensive drugs and for the care of the individual hypertensive patient have not previously been sufficiently recognized.
 They play a role in the inappropriate choice of too-high daily doses of some antihypertensive drugs at the end of extensive international development programs.
 They are also implicated in the insufficient control of blood pressure observed in the long-term multicenter trials in hypertension, where some patients have been treated for several years with drugs that were not the most appropriate for their disease and which did not adequately control their blood pressure.
 In addition to the parallel group studies, the use of double-blind two-period or multiple period crossover designs can provide valid data for the dose-finding of new antihypertensive drugs and their comparative evaluation.
 At the end of the trial, these designs also offer each patient the opportunity to be treated with the right dose of the drug most appropriate for his or her disease.
",0,0,1,0,0
1569,"Patellar resurfacing in total knee arthroplasty.
 Technical errors in patellar resurfacing at the time of total knee arthroplasty (TKA) are responsible for many of the complications that affect the patellofemoral joint.
 Instability, patellar fracture, and wear of metal-backed patellar implants are significantly affected by errors of patellar resurfacing.
 A review of 50 TKAs using a condylar prosthesis and a standardized technique for patellar resurfacing was performed to evaluate the accuracy of the technique.
 The patients were evaluated at a mean of 2.5 years (range, two to five years) after surgery.
 The Hospital for Special Surgery Knee Score improved from a preoperative mean of 56 to 92 at the last evaluation.
 The Hospital for Special Surgery Knee Scores were excellent in 92% and good in 8%.
 The Knee Society Knee Score improved from a preoperative mean of 28 for pain and 49 for function to a last evaluation mean of 96 for pain and 85 for function.
 None of the patients had symptoms referable to the patellofemoral joint.
 There were no patellar fractures, dislocations, or instances of implant loosening of the patella.
 Roentgenograms revealed nine asymmetrically resurfaced patellae and five tilted patellae.
 There were no patellar subluxations.
 Patellar thickness was maintained at the preoperative level of 21 mm.
 Joint-line height was elevated 1 mm.
 The patellar height was decreased 2 mm from the preoperative height.
 Using a standard technique, satisfactory clinical results can be achieved, but minor errors in resurfacing and alignment will still occur.
",0,1,0,0,0
1570,"Carotid body tumors.
 The surgical management of carotid body tumors requires identification and preservation of neural and vascular structures without compromising resection of the neoplasm.
 Fifteen patients were examined and treated for carotid body tumors at the Cleveland (Ohio) Clinic Foundation from 1979 through 1987.
 The benchmark of diagnosis is bilateral carotid angiography.
 When neural structures are free of tumor, meticulous dissection facilitates their preservation.
 Large tumor size increases risk for arterial resection necessitating reconstruction.
 The use of a vascular shunt minimizes the risk of cerebral ischemia.
 Postoperative intravenous digital subtraction angiography allows for evaluation of arterial repair.
 A retrospective review of 15 carotid body tumor resections performed in 14 patients revealed no evidence of tumor recurrence, no mortality associated with surgical intervention, no postoperative cerebrovascular accident, and limited morbidity associated with unavoidable sacrifice of neural elements.
",1,0,0,0,0
1571,"Effects of spermatic vascular division for correction of the high undescended testis on testicular function.
 Orchiopexy with division of the spermatic artery and veins is a commonly used technique for correcting the high undescended testis, although the longterm results have not been clearly defined.
 The left spermatic artery and veins of 22 adult Wistar albino rats were divided while preserving the vessels associated with the vas and cremaster muscle (DT).
 A sham operation was performed on the left testicle of six additional rats (ST).
 At 3 weeks postoperatively, both testes from all rats were removed.
 All testes were viable and bled when incised, although bleeding was considerably reduced in testes with DT.
 Mean testicular weights after DT were 1,061 +/- 423 mg compared with 1,634 +/- 125 mg for ST rats (p less than 0.02) and 1,508 +/- 119 mg for contralateral testes.
 The mean tubular diameter after DT was 220 +/- 37 mu compared with 303.1 +/- 10.7 mu for ST testes (p less than 0.02).
 The testicular biopsy score based upon the morphology of the spermatic tubules was 4.46 +/- 3.32 for DT testes and 8.65 +/- 0.23 for ST testes (p less than 0.02) compared with 8.38 +/- 0.18 for contralateral testes and an absolute normal value of 10.
 No morphologic abnormalities were observed in the contralateral unoperated testes from any of the rats.
 The contralateral testes in 12 additional rats were removed before DT.
 The mean testosterone values in these rats with one testicle was 1.43 +/- 0.75 ng/mL.
 Three weeks after DT, testosterone values were 0.19 +/- 0.31 ng/mL (p less than 0.01).
 It is concluded that division of the main spermatic artery and vein in rats produces testicular atrophy with spermatogenic arrest and interstitial cell dysfunction.
 Although collateral blood flow to the testis may be demonstrated, tissue perfusion is inadequate for normal spermatogenesis and endocrine function.
",0,0,0,0,1
1572,"Circadian variation in onset of acute ischemic stroke.
 A circadian pattern for the onset of myocardial and cerebral infarction has been identified.
 To evaluate this phenomenon further, we analyzed prospectively collected data from 151 patients with acute ischemic stroke.
 The number of strokes per 6-hour period were the following: midnight to 6 AM, 20 (13%); 6 AM to noon, 86 (57%); noon to 6 PM, 21 (14%); and 6 PM to midnight, 24 (16%).
 This pattern was not affected by previous use of aspirin.
 The most frequent time of onset was 6 AM to noon for all subgroups of ischemic stroke: small artery, 71%; cardioembolic, 62%; large artery atherothrombotic, 57%; large artery atheroembolic, 46%; and ""other"" or unknown cause, 40%.
 We also investigated the time between awakening and stroke onset in 145 patients and found that 24% of ischemic strokes occurred within the first hour after awakening.
 Our data demonstrate that an early morning peak exists for all subtypes of stroke.
 Our data also suggest that the most critical period is the first hour after awakening.
",0,0,0,0,1
1573,"Pulmonary functional impairment associated with pleural asbestos disease. Circumscribed and diffuse thickening.
 To define the pulmonary functional impairment associated with pleural asbestos signs (PAS), we compared 738 men with only circumscribed (plaques) or diffuse pleural thickening on chest roentgenograms but no irregular opacities by ILO pneumoconiosis criteria (1980) with 738 age-matched asbestos-exposed men without any roentgenographic signs and with 228 men unexposed to asbestos.
 All men were white.
 Spirometry and total thoracic gas volumes (TGV) were measured and expressed as percentage of predicted of white Michigan men who have been modeled for spirometric values thereby adjusting for height, age, and in current and ex-smokers for duration of smoking.
 Asbestos-exposed men who never smoked had reduced FEF75-85 (p less than 0.01) and increased TGV (p less than .0001) as compared with unexposed men.
 The 155 men with PAS who had never smoked had reduced flows (p less than .0001), FVC (p less than 0.0056), and TGV (p less than .0001) when compared with 155 age-matched asbestos-exposed men.
 The 325 asbestos-exposed current smokers with normal chest roentgenograms compared with unexposed smokers had reduced expiratory airflows (p less than 0.0001), reduced FEV1 (p less than 0.004), and increased TGV (p less than 0.0001).
 The 325 current smokers with PAS had additional air trapping that further reduced vital capacity.
 Thus, PAS were associated with significant pulmonary dysfunction in men who never smoked, and current and ex-smokers had additional dysfunction even after adjustment for duration of smoking.
",0,0,0,1,0
1574,"Retrograde recanalization of an occluded posterior tibial artery by using a posterior tibial cutdown: two case reports.
 Recanalization of two occluded posterior tibial arteries was successfully achieved by utilizing a retrograde approach via a posterior tibial artery cutdown at the level of the ankle.
 Both cases were previously unsuccessfully attempted by using an antegrade approach.
 Thus, the choice of access vessel (arterial entry site) becomes a crucial determinant of angioplasty success.
",0,0,1,0,0
1575,"Conjugal temporal arteritis.
 We report the simultaneous occurrence of biopsy-proven temporal arteritis in husband and wife.
 Serologic and viral studies were negative, including viral culture of the wife's temporal artery.
 The concurrent incidence of giant cell arteritis in a married couple would suggest a common exogenous exposure.
",0,0,1,0,0
1576,"Diagnostic peritoneal lavage: accuracy in predicting necessary laparotomy following blunt and penetrating trauma.
 The purpose of this study was to evaluate the ability of diagnostic peritoneal lavage (DPL) to predict intra-abdominal injuries that required surgical repair.
 To do this, we retrospectively reviewed 944 patients with blunt and penetrating abdominal trauma who underwent 975 DPLs.
 Initial DPL in 608 patients sustaining blunt trauma had a sensitivity of 87%, a specificity of 97%, an accuracy of 95%, a positive predictive value (PPV) of 85%, and a negative predictive value (NPV) of 97%.
 Initial DPL in 336 patients with penetrating trauma had a sensitivity of 87%, a specificity of 89%, an accuracy of 89%, a PPV of 75%, and a NPV of 95%.
 When utilizing final lavage results on the 944 patients, DPL had a sensitivity of 91%, a specificity of 94%, an accuracy of 93%, a PPV of 80%, and a NPV of 98% in predicting intra-abdominal injury requiring surgical repair.
",0,0,0,1,0
1577,"Facial nerve injury and hemifacial spasm.
 We studied evidence of facial nerve damage in patients with hemifacial spasm.
 Three types of evidence of nerve damage were analyzed: objectively measured weakness in eyelid protractor strength, clinically evident weakness of muscles innervated by the seventh nerve, and clinically evident aberrant seventh nerve regeneration.
 Of the 60 patients in the study, 54 (90%) had at least one of these features of seventh nerve damage.
 Objectively measured eyelid protractor weakness was noted in 27 of 58 patients (47%) who were tested.
 Clinically apparent weakness of at least one of four facial muscle groups was noted in 42 of 60 patients (70%).
 Aberrant seventh nerve regeneration was documented in 25 of 60 patients (42%).
 These findings indicate that facial nerve damage is common in patients with hemifacial spasm.
",0,0,0,0,1
1578,"Comparison of the conventional method of lymph node staging with a comprehensive fat-clearing method for gastric adenocarcinoma.
 Discrepant results in long-term survival between United States and Japanese patients with resectable gastric adenocarcinoma may result from more accurate staging in the Japanese series.
 The authors compared a comprehensive fat-clearing method with the conventional pathology method of lymph node sampling in 11 patients undergoing curative gastrectomy and extended lymphadenectomy at their institution.
 Comprehensive fat-clearing doubled total lymph node counts (P less than 0.01), identified smaller lymph nodes (P less than 0.001), and identified more histologically involved nodes of significantly smaller size (P less than 0.001).
 Comprehensive fat-clearing pathologically upstaged 29% of the authors' eligible specimens.
 Accurate pathologic staging is necessary when comparing Japanese and United States survival data for resectable gastric adenocarcinomas.
",1,0,0,0,0
1579,"Development and reversibility of T lymphocyte dysfunction in experimental obstructive jaundice 
 This study evaluates the effect of experimental biliary obstruction by bile duct ligation (BDL) and biliary drainage on cell-mediated immunity in Wistar rats.
 Immune status has been assessed by a mitogen stimulation test of T lymphocytes with phytohaemagglutinin.
 Animals were followed for up to 35 days after BDL.
 Regression analysis showed a significant negative correlation between lymphocyte function and the period of jaundice (correlation coefficient -0.57, P less than 0.001).
 Following BDL for 21 days, groups of animals had internal biliary drainage for 7, 14 and 28 days, and external drainage for 14 days.
 Compared with obstructed animals, 14 days internal drainage was required to improve lymphocyte function (P less than 0.05).
 Animals which had 14 days of external drainage had significantly lower lymphocyte stimulation than internal drainage animals (P less than 0.05).
 The results demonstrate that obstructive jaundice produces a progressive reduction of T lymphocyte function.
 This can be reversed by biliary drainage, internal drainage being more effective than external drainage.
",0,0,0,0,1
1580,"Gross motor patterns in children with cerebral palsy and spastic diplegia.
 Rolling, sitting, and crawling patterns were motoscopically analyzed in 72 children with cerebral palsy and spastic diplegia; the relation between these patterns and the severity of the locomotive disability was studied.
 In rolling, trunk rotation and elbow support were difficult for the most severely diplegic children.
 When sitting, most patients had a between-heel sitting pattern in which the thighs were adducted and the knees were flexed.
 When crawling, the reciprocal thigh movements were insufficient and accompanied by lateral bending of the trunk in many patients.
 In the more impaired patients, the thighs supported the weight in flexion and did not move reciprocally.
 Creeping on the elbows without reciprocal leg movements was demonstrated in the most severely affected children after 2 years of age.
",0,1,0,0,0
1581,"Expression of the MDR1 gene in human gastric and colorectal carcinomas.
 We measured expression of the MDR1 gene (also known as the PGY1 gene) in the human gastrointestinal tract.
 MDR1 messenger RNA (mRNA) levels were elevated in 13 of 15 colorectal carcinoma specimens and in six of 13 gastric carcinoma specimens.
 Well-differentiated colorectal carcinomas contained significantly higher concentrations of MDR1 mRNA than moderately differentiated colorectal carcinomas.
 Similarly, moderately differentiated gastric carcinomas contained higher concentrations of MDR1 mRNA than poorly differentiated gastric carcinomas.
 MDR1 gene expression in normal colorectal and gastric tissues adjacent to carcinomas was similar to that in the carcinomas.
 MDR1 gene expression in xenografts of colorectal and gastric carcinomas in nude mice was also investigated.
 Elevated expression of the MDR1 gene was seen in only four of 18 xenografts of colorectal carcinoma and was not seen in any xenografts of gastric carcinoma.
 P-glycoprotein was distributed over the luminal surface of the colorectal carcinoma.
 These results imply that the higher levels of MDR1 mRNA found in well-differentiated carcinomas derived from colorectal tissues are the results of increased expression of the MDR1 gene in the luminal surface cells.
 The level of expression of the MDR1 gene in colorectal and gastric carcinomas appears to correlate with the degree of differentiation and also appears to be affected by transplantation into nude mice.
",1,0,0,0,0
1582,"Myasthenia gravis.
 Myasthenia Gravis is a disorder of neuromuscular function resulting from an immunologically based premature destruction of acetylcholine receptors.
 The disease is characterized clinically by variable weakness accentuated by repetitive muscular activity and usually responding to the administration of acetylcholinesterase inhibitors.
 Myasthenia Gravis is a complex disease and requires understanding of the many facets of its natural history and immunological basis to ensure optimal individual patient management.
 The long-term goal is control of the immunological imbalance; treatment regimens include thymectomy, corticosteroids, azathioprine, and plasmapheresis.
 The common use of acetylcholinesterase inhibitors provides symptomatic relief during variable daily muscular activity.
 Disability due to myasthenia gravis is to a large extent reversible and death is preventable.
 Early recognition of myasthenia gravis and appropriate treatment are often rewarded by remission that may be permanent.
",0,1,0,0,0
1583,"Lymphokine-activated killer (LAK) cells. V. 8-Mercaptoguanosine as an IL-2-sparing agent in LAK generation.
 Guanine ribonucleosides, substituted at the C8 position with either a bromine or a thiol group, have recently been shown to regulate several immunologic responses.
 We have previously shown that 8-mercaptoguanosine (8MG) can replace the requirement for cytokines in the generation of MHC-restricted CTL.
 In this paper, we examined the ability of 8MG to induce MHC-nonrestricted killer cells.
 We found that 8MG did not induce significant lytic activity from normal resting lymphocytes.
 However, 8MG was able to synergize with minimal amounts of IL-2 in inducing lytic activity similar to lymphokine-activated killers (LAK) in that both NK-sensitive and NK-resistant tumor cells were killed.
 Both the precursors and effectors of 8MG-LAK activity were similar to NK cells and were CD4- CD8- asialo-GM1+ NK1.1+.
 Similar to IL-2-induced LAK, 8MG-LAK were B220+.
 8MG appeared to ""stage"" these precursor lymphocytes to become more responsive to IL-2 because optimal induction of 8MG-LAK required preincubation with 8MG before the addition of IL-2.
 This ""staging"" appeared to be due to the release of a ""second signal"" since it was readily inhibited by cyclosporine A.
 Anti-IFN-alpha beta was as efficient as cyclosporine A in inhibiting 8MG-LAK generation, whereas anti-IFN-gamma and anti-IL-1 did not exhibit significant inhibition.
 These findings suggest that 8MG can be of possible utility as an IL-2-sparing agent in LAK generation from NK cells.
",1,0,0,0,0
1584,"Toxic psychosis due to chloroquine--not uncommon in children.
 Toxic psychosis due to Chloroquine is a relatively uncommon occurrence in childhood.
 This entity must be kept in differential diagnosis in a case of unexplained psychosis, before resorting to a sophisticated array of detailed investigations.
 The purpose of this is to familiarize pediatricians with this relatively uncommon entity.
 The authors encountered four cases of psychosis with a wide variety of symptomatology over a period of the past 18 months.
",0,0,0,1,0
1585,"Premenstrual syndrome: an update for the clinician.
 Premenstrual syndrome is a complex disorder in which a variety of symptoms can occur in the luteal phase of the menstrual cycle.
 The symptoms should occur each cycle only from the time near ovulation to soon after the onset of menses.
 There should be at least 1 week in follicular phase that is symptom-free.
 Symptoms should be severe enough to significantly interfere with the ability of the patient to function within her normal lifestyle.
 Diagnosis is based on clinical information from prospective charting of symptoms.
 Up to 50 per cent of patients who think they have PMS really suffer from another type of mental illness, usually a depressive disorder.
 Laboratory tests are not generally helpful in the diagnosis.
 Treatment is based on the type(s) of symptom(s).
 Available treatments are reviewed with documentation of results from double-blind placebo-controlled experimental designs.
 The etiology of PMS is not known.
 However, there are good empiric therapies available that can help most PMS patients.
",0,0,0,0,1
1586,"The physician's role.
 Physicians can play an important role in society's response to alcohol problems.
 In diagnosis, alcohol problems among patients are frequently overlooked.
 Physicians should routinely ask patients about alcohol intake.
 In light of evidence on the effectiveness of brief interventions, especially with heavy-drinking but nondependent patients, physicians' treatment efforts should be focused in this direction.
 Patients who are alcohol dependent might best be treated by nonphysicians.
 Research contributions of physicians should be concentrated on topics for which physician input is needed: longitudinal studies of health consequences, factors contributing to mortality and health service costs, biochemical markers of alcohol use and basic pharmacology.
 Strong evidence links population alcohol consumption levels to overall harm.
 Therefore, prevention efforts should be aimed at the population as well as at people who may be at risk.
 Physicians can contribute to these efforts by influencing public policy and by setting healthy examples in their own alcohol use.
",0,0,0,1,0
1587,"Clear cell adenocarcinoma of the lower genital tract. Correlation of mother's recall of diethylstilbestrol history with obstetrical records.
 The written obstetric records of maternal exposure to diethylstilbestrol (DES) were used as a criterion standard and compared with the DES exposure history recalled by mothers of women with vaginal, cervical, or indeterminable vaginal/exocervical clear cell adenocarcinoma.
 Among cervical cases, the sensitivity of maternal recall was 50% (N = 2), and its specificity was 100%.
 Among vaginal and vaginal/exocervical cases, this sensitivity was 72%; specificity was 60%; and the majority of these mothers who said they did not take DES were DES positive by written records.
 Thus investigators should avoid using maternal recall alone to measure DES exposure.
 Among subjects for whom written maternal obstetric records were available, 88% of vaginal cases and 46% of cervical cases were DES positive.
 The authors conclude that few cases of vaginal clear cell adenocarcinoma should occur in young women as the cohort of women exposed in utero to DES continues to age, whereas cases of cervical origin may continue to occur.
",1,0,0,0,0
1588,"Effect of tamoxifen on serum insulinlike growth factor I levels in stage I breast cancer patients.
 Insulinlike growth factor I (IGF-I) has been shown to be a potent mitogen for breast cancer cells in vitro, and IGF-I receptors have been demonstrated on human primary breast neoplasms.
 In a randomized, placebo-controlled study, we document that administration of the antiestrogen tamoxifen to patients with breast cancer was associated with a statistically significant (P = .002) reduction in the serum level of IGF-I.
 The mean IGF-I level was 1.4 U/mL in the placebo-treated group and 0.9 U/mL in the tamoxifen-treated group.
 Because serum IGF-I level is growth hormone (GH) dependent and because data suggest that the pubertal surge in GH and IGF-I levels is sex steroid dependent, we speculate that the mechanism underlying our observation may involve blockade by tamoxifen of estrogen action in the hypothalamic-pituitary axis.
 We conclude that tamoxifen treatment reduces IGF-I levels and that this reduction may contribute to the therapeutic effect of the drug.
",1,0,0,0,0
1589,"Apical hypertrophic cardiomyopathy in a non-Oriental man.
 Japanese investigators first described apical HCM in 2.9% of patients who had diagnostic left ventricular catheterization for suspected ischemic heart disease or cardiomyopathy.
 This entity was initially thought to be limited to individuals of Asian origin and has been uncommonly described in patients of Western origin.
 Patients of Western origin differ in several ways from those in the original description of Yamaguchi et al, but they both share the same classic criterion of hypertrophy of the left ventricular apex.
 The major differences probably relate to the anatomic variation in the distribution of the left ventricular hypertrophy as described by Maron et al.
 It is not known whether racial, genetic, or environmental factors account for the variation of disease expression in Asian and Western patients.
 Our case illustrates that this diagnosis should be considered in patients who have chest pain (anginal or atypical) and markedly abnormal findings on electrocardiograms in the absence of hypertension or significant coronary artery disease.
",0,0,1,0,0
1590,"Effects of stress on gastric mucosal prostaglandin generation in intact, adrenalectomized, and sham-operated rats.
 To study the effects of (a) cold restraint stress and (b) adrenalectomy in association with cold restraint stress on gastric mucosal ulceration and prostaglandin generation, we performed two experiments.
 In the first, 40 rats were divided into four groups of 10 rats each: (a) unstressed and (b) stressed for 0.5 h, (c) stressed for 2 h, and (d) stressed for 4 h.
 In the second experiment, another 80 rats were divided into four groups of 20 rats each: (a) adrenalectomy plus cold restraint stress for 2 h, (b) adrenalectomy plus no stress, (c) sham operated plus 2 h of stress, and (d) sham operated plus no stress.
 In both experiments we recorded an ulcer index and measured mucosal generation of prostaglandin E2 (PGE2) and prostaglandin I2 (6-keto-PGF1a).
 In conclusion: (a) Cold restraint stress is associated with a time-dependent decrease in gastric mucosal PGE2 generation, but no change in 6-keto-PGF1a generation, and an increase in mucosal injury that is maximal by 2 h.
 (b) Adrenalectomy augments the effects of stress on mucosal injury but has no effect on prostaglandin generation; thus, the ulcerogenic effect of adrenalectomy appears to be independent of an effect on prostaglandin generation.
",0,0,0,0,1
1591,"Fatal high cervical spinal cord injury in an automobile accident complicating os odontoideum.
 We report a case where spinal instability from incomplete fusion of the dens of C2 (os odontoideum) allowed anterior displacement of the skull and first cervical vertebra following right frontal impact against the A pillar in an automobile accident.
 Resultant crushing and laceration of the spinal cord occurred at the level of C1 and C2.
 Without either radiographic investigation or detailed examination of the spine, the fatal injury might have been overlooked and death attributed to acute alcoholic poisoning because the blood alcohol level was .613%.
",0,0,0,1,0
1592,"Drug-induced DNA damage and tumor chemosensitivity.
 Cytotoxic drugs act principally by damaging tumor-cell DNA.
 Quantitative analysis of this interaction provides a basis for understanding the biology of therapeutic cell kill as well as a rational strategy for optimizing and predicting tumor response.
 Recent advances have made it possible to correlate assayed DNA lesions with cytotoxicity in tumor cell lines, in animal models, and in patients with malignant disease.
 In addition, many of the complex interrelationships between DNA damage, DNA repair, and alterations of gene expression in response to DNA damage have been defined.
 Techniques for modulating DNA damage and cytotoxicity using schedule-specific cytotoxic combinations, DNA repair inhibitors, cell-cycle manipulations, and adjunctive noncytotoxic drug therapy are being developed, and critical therapeutic targets have been identified within tumor-cell subpopulations and genomic DNA alike.
 Most importantly, methods for predicting clinical response to cytotoxic therapy using both in vitro markers of tumor-cell sensitivity and in vivo measurements of drug-induced DNA damage are now becoming a reality.
 These advances can be expected to provide a strong foundation for the development of innovative cytotoxic drug strategies over the next decade.
",1,0,0,0,0
